,x,y
0,50.28946,18.676175
1,50.289448,18.676167
2,50.289452,18.676172
3,50.289468,18.676185
4,50.289458,18.67619
5,50.289452,18.6762
6,50.289442,18.67621
7,50.289442,18.676218
8,50.289448,18.676203
9,50.289452,18.676207
10,50.289453,18.676202
11,50.289457,18.676198
12,50.28945,18.676195
13,50.289448,18.676198
14,50.289448,18.67619
15,50.28945,18.676193
16,50.289457,18.676197
17,50.28946,18.676192
18,50.289458,18.676192
19,50.289457,18.676198
20,50.289453,18.676195
21,50.28945,18.676197
22,50.289448,18.676195
23,50.28945,18.676192
24,50.289448,18.67619
25,50.289443,18.676193
26,50.28944,18.676188
27,50.289438,18.676187
28,50.289438,18.676187
29,50.289438,18.676185
30,50.289438,18.676185
31,50.289438,18.676185
32,50.28944,18.676187
33,50.28944,18.676188
34,50.289442,18.676188
35,50.289443,18.67619
36,50.289445,18.67619
37,50.289447,18.67619
38,50.289447,18.676192
39,50.289448,18.676192
40,50.28945,18.676193
41,50.28945,18.676195
42,50.289452,18.676197
43,50.289453,18.676197
44,50.289453,18.676198
45,50.289455,18.676198
46,50.289458,18.6762
47,50.289458,18.6762
48,50.28946,18.676202
49,50.28946,18.676203
50,50.289462,18.676203
51,50.289463,18.676205
52,50.289463,18.676207
53,50.289465,18.676208
54,50.289468,18.676208
55,50.289472,18.676208
56,50.289475,18.676208
57,50.289475,18.676208
58,50.289477,18.676208
59,50.289478,18.676208
60,50.289478,18.676208
61,50.28948,18.67621
62,50.28948,18.67621
63,50.28948,18.676208
64,50.28948,18.67621
65,50.28948,18.67621
66,50.289482,18.67621
67,50.289482,18.676212
68,50.289483,18.676212
69,50.289485,18.676213
70,50.289487,18.676213
71,50.289487,18.676213
72,50.289487,18.676213
73,50.289488,18.676213
74,50.289488,18.676213
75,50.28949,18.676213
76,50.289492,18.676213
77,50.289493,18.676213
78,50.289493,18.676215
79,50.289495,18.676215
80,50.289495,18.676215
81,50.289497,18.676215
82,50.289497,18.676215
83,50.289498,18.676215
84,50.289498,18.676215
85,50.2895,18.676217
86,50.2895,18.676217
87,50.289502,18.676217
88,50.289502,18.676218
89,50.289503,18.676218
90,50.289503,18.676218
91,50.289505,18.676218
92,50.289507,18.676218
93,50.289508,18.676217
94,50.28951,18.676215
95,50.289512,18.676215
96,50.289513,18.676215
97,50.289515,18.676217
98,50.289517,18.676217
99,50.289517,18.676217
100,50.289518,18.676215
101,50.28952,18.676213
102,50.28952,18.67621
103,50.289522,18.676208
104,50.289523,18.676205
105,50.289525,18.676202
106,50.289528,18.676197
107,50.289543,18.6762
108,50.289552,18.676208
109,50.289558,18.676207
110,50.289568,18.676212
111,50.289578,18.676208
112,50.289582,18.676202
113,50.289587,18.676197
114,50.289592,18.676188
115,50.28959,18.676187
116,50.289588,18.676188
117,50.289592,18.676188
118,50.289592,18.676187
119,50.289597,18.676183
