,x,y
0,50.289275,18.67606
1,50.289255,18.676083
2,50.28926,18.676092
3,50.28926,18.67609
4,50.28926,18.676097
5,50.289258,18.676113
6,50.289258,18.676113
7,50.289258,18.676113
8,50.289257,18.676117
9,50.289255,18.676118
10,50.289255,18.67612
11,50.289252,18.676122
12,50.28925,18.676122
13,50.289248,18.676125
14,50.289248,18.676127
15,50.289248,18.676125
16,50.289252,18.676125
17,50.289253,18.676127
18,50.289255,18.676127
19,50.289257,18.676127
20,50.289257,18.676127
21,50.289257,18.676128
22,50.289255,18.676128
23,50.289255,18.676128
24,50.289255,18.67613
25,50.289255,18.676133
26,50.289255,18.676133
27,50.289257,18.676133
28,50.289258,18.676133
29,50.289258,18.676133
30,50.289258,18.676135
31,50.289258,18.676135
32,50.28926,18.676135
33,50.28926,18.676133
34,50.289262,18.676132
35,50.289263,18.67613
36,50.289263,18.676128
37,50.289265,18.676127
38,50.289267,18.676125
39,50.289268,18.676123
40,50.28927,18.67612
41,50.28927,18.676118
42,50.28927,18.676117
43,50.289272,18.676115
44,50.28927,18.676115
45,50.28927,18.676112
46,50.28927,18.676108
47,50.28927,18.676108
48,50.28927,18.676107
49,50.28927,18.676105
50,50.28927,18.676103
51,50.289268,18.676102
52,50.289268,18.6761
53,50.289268,18.6761
54,50.289268,18.676098
55,50.289268,18.676098
56,50.289268,18.676098
57,50.289268,18.6761
58,50.289268,18.6761
59,50.28927,18.676102
60,50.289273,18.676102
61,50.289277,18.6761
62,50.289278,18.676098
63,50.289298,18.676098
64,50.289308,18.676097
65,50.28932,18.676088
66,50.289323,18.676092
67,50.289333,18.676095
68,50.28934,18.676095
69,50.289342,18.676095
70,50.289342,18.6761
71,50.289337,18.676108
72,50.289355,18.676107
73,50.28937,18.6761
74,50.289383,18.676113
75,50.289395,18.67611
76,50.28941,18.676103
77,50.289395,18.67611
78,50.289395,18.676107
79,50.289402,18.676098
80,50.289403,18.676097
81,50.289428,18.676088
82,50.289425,18.676092
83,50.289423,18.67609
84,50.289423,18.676087
85,50.289425,18.676085
86,50.289422,18.67608
87,50.289425,18.676077
88,50.289422,18.676068
89,50.289427,18.676067
90,50.289432,18.67606
91,50.289425,18.676065
92,50.289428,18.676063
93,50.289437,18.676063
94,50.289448,18.67606
95,50.289455,18.676065
96,50.28945,18.676065
97,50.28945,18.676057
98,50.289445,18.676053
99,50.289448,18.676052
100,50.28945,18.676038
101,50.289453,18.676038
102,50.289448,18.676042
103,50.289447,18.676033
104,50.289435,18.676032
105,50.289443,18.676028
106,50.289445,18.676028
107,50.289445,18.676028
108,50.289445,18.676027
109,50.289445,18.676025
110,50.289443,18.676027
111,50.289443,18.676028
112,50.289442,18.676028
113,50.289435,18.67603
114,50.28942,18.676012
115,50.289412,18.676022
116,50.289402,18.67601
117,50.2894,18.676013
118,50.289392,18.676018
119,50.28939,18.676027
